Domain,Paper Name,Authors,Distinguished
domain_testing_analysis,Detecting Exception Handling Bugs in C++ Programs,"Hao Zhang, Ji Luo, Mengze Hu, Jun Yan, Jian Zhang, Zongyan Qiu",False
domain_testing_analysis,Learning to Boost Disjunctive Static Bug-Finders,"Yoonseok Ko, Hakjoo Oh",False
domain_testing_analysis,Predicting Bugs by Monitoring Developers During Task Execution,"Gennaro Laudato, Simone Scalabrino, Nicole Novielli, Filippo Lanubile, Rocco Oliveto",False
domain_testing_analysis,Detecting Isolation Bugs via Transaction Oracle Construction,"Wensheng Dou, Ziyu Cui, Qianwang Dai, Jiansen Song, Dong Wang, Yu Gao, Wei Wang, Jun Wei, Lei Chen, Hanmo Wang, Hua Zhong, Tao Huang",False
domain_testing_analysis,SmallRace: Static Race Detection for Dynamic Languages - A Case on Smalltalk,"Siwei Cui, Yifei Gao, Rainer Unterguggenberger, Wilfried Pichler, Sean Livingstone, Jeff Huang",False
domain_testing_analysis,DLInfer: Deep Learning with Static Slicing for Python Type Inference,"Yanyan Yan, Yang Feng, Hongcheng Fan, Baowen Xu",False
domain_testing_analysis,ViolationTracker: Building Precise Histories for Static Analysis Violations,"Ping Yu, Yijian Wu, Xin Peng, Jiahan Peng, Jian Zhang, Peicheng Xie, Wenyun Zhao",False
domain_testing_analysis,Symbol-Specific Sparsification of Interprocedural Distributive Environment Problems,"Kadiray Karakaya, Eric Bodden",False
domain_testing_analysis,A Framework For Inferring Properties of User-Defined Functions,"Xinyu Liu, Joy Arulraj, Alessandro Orso",False
domain_testing_analysis,RogueOne: Detecting Rogue Updates via Differential Data-flow Analysis Using Trust Domains,"Raphael J. Sofaer, Yaniv David, Mingqing Kang, Jianjia Yu, Yinzhi Cao, Junfeng Yang, Jason Nieh",False
domain_testing_analysis,ACAV: A Framework for Automatic Causality Analysis in Autonomous Vehicle Accident Recordings,"Huijia Sun, Chris Poskitt, Yang Sun, Jun Sun, Yuqi Chen",False
domain_testing_analysis,Efficiently Trimming the Fat: Streamlining Software Dependencies with Java Reflection and Dependency Analysis,"Xiaohu Song, Ying Wang, Xiao Cheng, Guangtai Liang, Qianxiang Wang, Zhiliang Zhu",False
domain_testing_analysis,LibAlchemy: A Two-Layer Persistent Summary Design for Taming Third-Party Libraries in Static Bug-Finding Systems,"Rongxin Wu, Yuxuan He, Jiafeng Huang, Chengpeng Wang, Wensheng Tang, Qingkai Shi, Xiao Xiao, Charles Zhang",False
domain_testing_analysis,Is unsafe an Achilles' Heel? A Comprehensive Study of Safety Requirements in Unsafe Rust Programming,"Mohan Cui, Mohan Cui, Shuran Sun, Hui Xu, Yangfan Zhou",False
domain_testing_analysis,Generating REST API Specifications through Static Analysis,"Ruikai Huang, Manish Motwani, Idel Martinez, Alessandro Orso",False
domain_testing_analysis,Precise Sparse Abstract Execution via Cross-Domain Interaction,"Xiao Cheng, Jiawei Wang, Yulei Sui",False
domain_testing_analysis,MalwareTotal: Multi-Faceted and Sequence-Aware Bypass Tactics against Static Malware Detection,"Shuai He, Cai Fu, Hong Hu, Jiahe Chen, Jianqiang Lv, Shuai Jiang",False
domain_testing_analysis,Semantic-Enhanced Static Vulnerability Detection in Baseband Firmware,"Yiming Liu, Cen Zhang, Feng Li, Yeting Li, Jianhua Zhou, Jian Wang, Lanlan Zhan, Yang Liu, Wei Huo",True
domain_testing_analysis,CSChecker: Revisiting GDPR and CCPA Compliance of Cookie Banners on the Web,"Mingxue Zhang, Wei Meng, You Zhou, Kui Ren",False
domain_testing_analysis,Raisin: Identifying Rare Sensitive Functions for Bug Detection,"Jianjun Huang, Jianglei Nie, Yuanjun Gong, Wei You, Bin Liang, Pan Bian",False
domain_testing_analysis,[Remote] Nezha: Interpretable Fine-Grained Root Causes Analysis for Microservices on Multi-Modal Observability Data,"Guangba  Yu, Pengfei Chen, Yufeng Li, Hongyang Chen, Xiaoyun Li, Zibin Zheng",False
domain_testing_analysis,[Remote] DiagConfig: Configuration Diagnosis of Performance Violations in Configurable Software Systems,"Zhiming Chen, Pengfei Chen, Guangba  Yu, Zilong He, Genting Mai, Peipei Wang",False
domain_testing_analysis,[Remote] Pre-training Code Representation with Semantic Flow Graph for Effective Bug Localization,"Yali Du, Zhongxing Yu",False
domain_testing_analysis,[Remote] A Practical Human Labeling Method for Online Just-in-Time Software Defect Prediction,"Liyan Song, Leandro Minku, Cong Teng, Xin Yao",False
domain_testing_analysis,Automata-based Trace Analysis for Aiding Diagnosing GUI Testing Tools for Android,"Enze Ma, Shan Huang, weigang he, Ting Su, Jue Wang, Huiyu Liu, Geguang Pu, Zhendong Su",False
domain_testing_analysis,DeepDebugger: An Interactive Time-Travelling Debugging Approach for Deep Classifiers,"Xianglin Yang, Yun Lin, Yifan Zhang, Linpeng Huang, Jin Song Dong, Hong Mei",False
domain_testing_analysis,TransMap: Pinpointing Mistakes in Neural Code Translation,"Bo Wang, Ruishi Li, Mingkai Li, Prateek Saxena",False
domain_testing_analysis,Dynamic Prediction of Delays in Software Projects Using Delay Patterns and Bayesian Modeling,"Elvan Kula, Eric Greuter, Arie van Deursen, Georgios Gousios",False
domain_testing_analysis,"Commit-level, Neural Vulnerability Detection and Assessment","Yi Li, Aashish Yadavally, Jiaxing Zhang, Shaohua Wang, Tien N. Nguyen",False
domain_testing_analysis,[Remote] Mining Resource-Operation Knowledge to Support Resource Leak Detection,"Chong Wang, Yiling Lou, Xin Peng, Jianan Liu, Baihan Zou",False
domain_testing_analysis,A Quantitative and Qualitative Evaluation of LLM-based Explainable Fault Localization,"Sungmin Kang, Gabin An, Shin Yoo",False
domain_testing_analysis,BARO: Robust Root Cause Analysis for Microservices via Multivariate Bayesian Online Change Point Detection,"Luan Pham, Huong Ha, Hongyu Zhang",False
domain_testing_analysis,ChangeRCA: Finding Root Causes from Software Changes in Large Online Systems,"Guangba  Yu, Pengfei Chen, Zilong He, Qiuyu Yan, Yu Luo, Fangyuan Li, Zibin Zheng",False
domain_testing_analysis,Towards Better Graph Neural Network-based Fault Localization Through Enhanced Code Representation,"Md Nakhla Rafi, Dong Jae Kim, An Ran Chen, Tse-Hsun (Peter) Chen, Shaowei Wang",False
domain_testing_analysis,State Merging with Quantifiers in Symbolic Execution,"David Trabish, Noam Rinetzky, Sharon Shoham, Vaibhav Sharma",False
domain_testing_analysis,Engineering a Formally Verified Automated Bug Finder,"Arthur Correnson, Dominic Steinhöfel",False
domain_testing_analysis,Speeding up SMT Solving via Compiler Optimization,"Benjamin Mikek, Qirun Zhang",True
domain_testing_analysis,[Remote] Detecting Atomicity Violations in Interrupt-Driven Programs via Interruption Points Selecting and Delayed ISR-Triggering,"Bin Yu, Cong Tian, Hengrui Xing, Zuchao Yang, Jie Su, Xu Lu, Jiyu Yang, Liang Zhao, Xiaofeng Li, Zhenhua Duan",False
domain_testing_analysis,A Transferability Study of Interpolation-Based Hardware Model Checking to Software Verification,"Dirk Beyer, Po-Chun Chien, Marek Jankola, Nian-Ze Lee",True
domain_testing_analysis,Automated Feedback Generation for Competition-Level Code,"Jialu Zhang, De Li, John C. Kolesar, Hanyuan Shi, Ruzica Piskac",False
domain_testing_analysis,CrystalBLEU: Precisely and Efficiently Measuring the Similarity of Code,"Aryaz Eghbali, Michael Pradel",True
domain_testing_analysis,Low-Resources Project-Specific Code Summarization,"Rui Xie, Tianxiang Hu, Wei Ye, Shikun Zhang",False
domain_testing_analysis,SA4U: Practical Static Analysis for Unit Type Error Detection,"Max Taylor, Johnathon Aurand, Feng Qin, Xiaorui Wang, Brandon Henry, Xiangyu Zhang",False
domain_testing_analysis,AST-Probe: Recovering abstract syntax trees from hidden representations of pre-trained language models,"José Antonio Hernández López, Martin Weyssow, Jesús Sánchez Cuadrado, Houari Sahraoui",False
domain_testing_analysis,Static Type Recommendation for Python,"Ke Sun, Yifan Zhao, Dan Hao, Lu Zhang",False
domain_testing_analysis,Prompt-tuned Code Language Model as a Neural Knowledge Base for Type Inference in Statically-Typed Partial Code,"Qing Huang, Zhiqiang Yuan, Zhenchang Xing, Xiwei (Sherry) Xu, Liming Zhu, Qinghua Lu",False
domain_testing_analysis,Jasmine: A Static Analysis Framework for Spring Core Technologies,"Miao Chen, Tengfei Tu, Hua Zhang, Qiaoyan Wen, Weihang Wang",False
domain_testing_analysis,Automatic Comment Generation via Multi-Pass Deliberation,"Fangwen Mu, Xiao Chen, Lin Shi, Song Wang, Qing Wang",False
domain_testing_analysis,Provably Tightest Linear Approximation for Robustness Verification of Sigmoid-like Neural Networks,"Zhaodi Zhang, Yiting Wu, Si Liu, Jing Liu, Min Zhang",False
domain_testing_analysis,Efficient Synthesis of Method Call Sequences for Test Generation and Bounded Verification,"Yunfan Zhang, Ruidong Zhu, Yingfei Xiong, Tao Xie",False
domain_testing_analysis,Detecting Semantic Code Clones by Building AST-based Markov Chains Model,"Yueming Wu, Siyue Feng, Deqing Zou, Hai Jin",False
domain_testing_analysis,Tseitin or not Tseitin? The Impact of CNF Transformations on Feature-Model Analyses,"Elias Kuiter, Sebastian Krieter, Chico Sundermann, Thomas Thüm, Gunter Saake",False
domain_testing_analysis,Finding and Understanding Incompleteness Bugs in SMT Solvers,"Mauro Bringolf, Dominik Winterer, Zhendong Su",False
domain_testing_analysis,Checking LTL Satisfiability via End-to-end Learning,"Weilin Luo, Hai Wan, Delong Zhang, Jianfeng Du, Hengdi Su",False
domain_testing_analysis,QVIP: An ILP-based Formal Verification Approach for Quantized Neural Networks,"Yedi Zhang, Zhe Zhao, Guangke Chen, Fu Song, Min Zhang, Taolue Chen, Jun Sun",False
domain_testing_analysis,Concrat: An Automatic C-to-Rust Lock API Translator for Concurrent Programs,"Jaemin Hong, Sukyoung Ryu",False
domain_testing_analysis,Triggers for Reactive Synthesis Specifications,"Gal Amram, Dor Ma'ayan, Shahar Maoz, Or Pistiner, Jan Oliver Ringert",False
domain_testing_analysis,Using Reactive Synthesis: An End-to-End Exploratory Case Study,"Dor Ma'ayan, Shahar Maoz",False
domain_testing_analysis,Syntax and Domain Aware Model for Unsupervised Program Translation,"Fang Liu, Jia Li, Li Zhang",False
domain_testing_analysis,Better Automatic Program Repair by Using Bug Reports and Tests Together,"Manish Motwani, Yuriy Brun",False
domain_testing_analysis,CCTEST: Testing and Repairing Code Completion Systems,"Li Zongjie, Chaozheng Wang, Zhibo Liu, Haoxuan Wang, Dong Chen, Shuai Wang, Cuiyun Gao",False
domain_testing_analysis,KNOD: Domain Knowledge Distilled Tree Decoder for Automated Program Repair,"Nan Jiang, Thibaud Lutellier, Yiling Lou, Lin Tan, Dan Goldwasser, Xiangyu Zhang",False
domain_testing_analysis,Rete: Learning Namespace Representation for Program Repair,"Nikhil Parasaram, Earl T. Barr, Sergey Mechtaev",True
domain_testing_analysis,Impact of Code Language Models on Automated Program Repair,"Nan Jiang, Kevin Liu, Thibaud Lutellier, Lin Tan",False
domain_testing_analysis,Tare: Type-Aware Neural Program Repair,"Qihao Zhu, Zeyu Sun, Wenjie Zhang, Yingfei Xiong, Lu Zhang",False
domain_testing_analysis,Template-based Neural Program Repair,"Xiangxin Meng, Xu Wang, Hongyu Zhang, Hailong Sun, Xudong Liu, Chunming Hu",False
domain_testing_analysis,Automated Repair of Programs from Large Language Models,"Zhiyu Fan, Xiang Gao, Martin Mirchev, Abhik Roychoudhury, Shin Hwei Tan",False
domain_testing_analysis,Automated Program Repair in the Era of Large Pre-trained Language Models,"Chunqiu Steven Xia, Yuxiang Wei, Lingming Zhang",False
domain_testing_analysis,Heterogeneous Anomaly Detection for Software Systems via Semi-supervised Cross-modal Attention,"Cheryl Lee, Tianyi Yang, Zhuangbin Chen, Yuxin Su, Yongqiang Yang, Michael Lyu",False
domain_testing_analysis,Recommending Root-Cause and Mitigation Steps for Cloud Incidents using Large Language Models,"Toufique Ahmed, Supriyo Ghosh, Chetan Bansal, Thomas Zimmermann, Xuchao Zhang, Saravanakumar Rajmohan",False
domain_testing_analysis,Eadro: An End-to-End Troubleshooting Framework for Microservices on Multi-source Data,"Cheryl Lee, Tianyi Yang, Zhuangbin Chen, Yuxin Su, Michael Lyu",False
domain_testing_analysis,LogReducer: Identify and Reduce Log Hotspots in Kernel on the Fly,"Guangba  Yu, Pengfei Chen, Pairui Li, Tianjun Weng, Haibing Zheng, Yuetang Deng, Zibin Zheng",False
domain_testing_analysis,DStream: A Streaming-Based Highly Parallel IFDS Framework,"Xizao Wang, Zhiqiang Zuo, Lei Bu, Jianhua Zhao",False
domain_testing_analysis,(Partial) Program Dependence Learning,"Aashish Yadavally, Wenbo Wang, Shaohua Wang, Tien N. Nguyen",False
domain_testing_analysis,MirrorTaint: Practical Non-intrusive Dynamic Taint Tracking for JVM-based Microservice Systems,"Yicheng Ouyang, Kailai Shao, Kunqiu Chen, Ruobing Shen, Chao Chen, Mingze Xu, Yuqun Zhang, Lingming Zhang",False
domain_testing_analysis,Domain Knowledge Matters: Improving Prompts with Fix Templates for Repairing Python Type Errors,"Yun Peng, Shuzheng Gao, Cuiyun Gao, Yintong Huo, Michael Lyu",False
domain_testing_analysis,VeRe: Verification Guided Synthesis for Repairing Deep Neural Networks,"Jianan Ma, Pengfei Yang, Jingyi Wang, Youcheng Sun, Cheng-Chao Huang, Zhen Wang",False
domain_testing_analysis,"Automated Program Repair, What Is It Good For? Not Absolutely Nothing!","Hadeel Eladawy, Claire Le Goues, Yuriy Brun",False
domain_testing_analysis,Practical Program Repair via Preference-based Ensemble Strategy,"Wenkang Zhong, Chuanyi Li, Kui Liu, Tongtong Xu, Jidong Ge, Tegawendé F. Bissyandé, Bin Luo, Vincent Ng",False
domain_testing_analysis,Learning and Repair of Deep Reinforcement Learning Policies from Fuzz-Testing Data,"Martin Tappler, Andrea Pferscher, Bernhard Aichernig, Bettina Könighofer",False
domain_testing_analysis,BinAug: Enhancing Binary Similarity Analysis with Low-Cost Input Repairing,"WONG Wai Kin, Huaijin Wang, Li Zongjie, Shuai Wang",False
domain_testing_analysis,Constraint Based Program Repair for Persistent Memory Bugs,"Zunchen Huang, Chao Wang",False
domain_testing_analysis,RUNNER: Responsible UNfair NEuron Repair for Enhancing Deep Neural Network Fairness,"Li Tianlin, Yue Cao, Jian Zhang, Shiqian Zhao, Yihao Huang, Aishan Liu, Qing Guo, Yang Liu",False
domain_testing_analysis,ITER: Iterative Neural Repair for Multi-Location Patches,"He Ye, Martin Monperrus",False
domain_testing_analysis,Out of Context: How important is Local Context in Neural Program Repair?,"Julian Prenner, Romain Robbes",False
domain_testing_analysis,"Out of Sight, Out of Mind: Better Automatic Vulnerability Repair by Broadening Input Ranges and Sources","Xin Zhou, Kisub Kim, Bowen Xu, DongGyun Han, David Lo",False
domain_testing_analysis,Strengthening Supply Chain Security with Fine-grained Safe Patch Identification,"Luo Changhua, Wei Meng, Shuai Wang",False
domain_testing_analysis,Comprehensive Semantic Repair of Obsolete GUI Test Scripts for Mobile Applications,"Shaoheng Cao, Minxue Pan, Yu Pei, Wenhua Yang, Tian Zhang, Linzhang Wang, Xuandong Li",False
domain_testing_analysis,Exploring Experiences with Automated Program Repair in Practice,"Fairuz Nawer Meem, Justin Smith, Brittany Johnson",False
domain_testing_analysis,PyTy: Repairing Static Type Errors in Python,"Yiu Wai Chow, Luca Di Grazia, Michael Pradel",False
domain_testing_analysis,Rust-lancet: Automated Ownership-Rule-Violation Fixing with Behavior Preservation,"Wenzhang Yang, Linhai Song, Yinxing Xue",False
domain_testing_analysis,The Plastic Surgery Hypothesis in the Era of Large Language Models,"Chunqiu Steven Xia, Yifeng Ding, Lingming Zhang",False
domain_testing_analysis,GAMMA: Revisiting Template-based Automated Program Repair via Mask Prediction,"Quanjun Zhang, Chunrong Fang, Tongke Zhang, Bowen Yu, Weisong Sun, Zhenyu Chen",False
domain_testing_analysis,An Empirical Study on Fine-tuning Large Language Models of Code for Automated Program Repair,"Kai Huang, Xiangxin Meng, Jian Zhang, Yang Liu, Wenjie Wang, Shuhao Li, Yuqing Zhang",True
domain_testing_analysis,LeakPair: Proactive Repairing of Memory Leaks in Single Page Web Applications,"Arooba Shahoor, Askar Yeltayuly Khamit, Jooyong Yi, Dongsun Kim",True
domain_testing_analysis,Automated Fixing of Web UI Tests via Iterative Element Matching,"Yuanzhang Lin, Guoyao Wen, Xiang Gao",False
domain_testing_analysis,OrdinalFix: Fixing Compilation Errors via Shortest-Path CFL Reachability with Attribute Checking,"Wenjie Zhang, Guancheng Wang, Junjie Chen, Yingfei Xiong, Yong Liu, Lu Zhang",False
domain_testing_analysis,RAP-Gen: Retrieval-Augmented Patch Generation with CodeT5 for Automatic Program Repair,"Weishi Wang, Yue Wang, Shafiq Joty, Steven C.H. Hoi",False
domain_testing_analysis,From Leaks to Fixes: Automated Repairs for Resource Leak Warnings,"Akshay Utture, Jens Palsberg",False
domain_testing_analysis,Copiloting the Copilots: Fusing Large Language Models with Completion Engines for Automated Program Repair,"Yuxiang Wei, Chunqiu Steven Xia, Lingming Zhang",False
domain_testing_analysis,SmartFix: Fixing Vulnerable Smart Contracts by Accelerating Generate-and-Verify Repair using Statistical Models,"Sunbeom So, Hakjoo Oh",False
domain_testing_analysis,Automatically Resolving Dependency-Conflict Building Failures via Behavior-Consistent Loosening of Library Version Constraints,"Huiyan Wang, Shuguan Liu, Lingyu Zhang, Chang Xu",False
domain_testing_analysis,A Large-scale Empirical Review of Patch Correctness Checking Approaches,"Jun Yang, Yuehan Wang, Yiling Lou, Ming Wen, Lingming Zhang",False
domain_testing_analysis,Program Repair Guided by Datalog-Defined Static Analysis,"Yu Liu, Sergey Mechtaev, Pavle Subotic, Abhik Roychoudhury",False
domain_testing_analysis,Baldur: Whole-Proof Generation and Repair with Large Language Models,"Emily First, Markus Rabe, Talia Ringer, Yuriy Brun",True
domain_testing_analysis,KG4CraSolver: Recommending Crash Solutions via Knowledge Graph,"Xueying Du, Yiling Lou, Mingwei Liu, Xin Peng, Tianyong Yang",False
domain_testing_analysis,[Remote] Automated and Context-Aware Repair of Color-Related Accessibility Issues for Android Apps,"Yuxin Zhang, Sen Chen, Lingling Fan, Chunyang Chen, Xiaohong Li",False
domain_testing_analysis,[Remote] Semantic Test Repair for Web applications,"Xiaofang Qi, Xiang Qian, Yanhui Li",False
domain_testing_analysis,An Automated Approach to Extracting Local Variables,"Xiaye Chi, Hui Liu, Guangjie Li, Weixiao Wang, Yunni Xia, Yanjie Jiang, Yuxia Zhang, Weixing Ji",True
domain_testing_analysis,Statistical Reachability Analysis,"Seongmin Lee, Marcel Böhme",False
domain_testing_analysis,PPR: Pairwise Program Reduction,"Mengxiao Zhang, Zhenyang Xu, Yongqiang Tian, Yu Jiang, Chengnian Sun",False
domain_testing_analysis,When Function Inlining Meets WebAssembly: Counterintuitive Impacts on Runtime Performance,"Alan Romano, Weihang Wang",False
domain_testing_analysis,[Remote] OOM-Guard: Towards Improving The Ergonomics of Rust OOM Handling via A Reservation-based Approach,"Chengjun Chen, Zhicong Zhang, Hongliang Tian, Shoumeng Yan, Hui Xu",False
domain_testing_analysis,[Remote] DeepInfer: Deep Type Inference from Smart Contract Bytecode,"Kunsong Zhao, Zihao Li, Jianfeng Li, He Ye, Xiapu Luo, Ting Chen",False
domain_testing_analysis,Statistical Type Inference for Incomplete Programs,"Yaohui Peng, Jing Xie, Qiongling Yang, Hanwen Guo, Qingan Li, Jingling Xue, YUAN Mengting",False
domain_testing_analysis,DeMinify: Neural Variable Name Recovery and Type Inference,"Yi Li, Aashish Yadavally, Jiaxing Zhang, Shaohua Wang, Tien N. Nguyen",False
domain_testing_analysis,Practical Inference of Nullability Types,"Nima Karimipour, Justin Pham, Lazaro Clapp, Manu Sridharan",False
domain_testing_analysis,LibKit: Detecting Third-Party Libraries in iOS Apps,"Daniel Dominguez Alvarez, Alejandro de la Cruz, Alessandra Gorla, Juan Caballero",False
domain_testing_analysis,FunProbe: Probing Functions from Binary Code through Probabilistic Analysis,"Soomin Kim, Hyungseok Kim, Sang Kil Cha",False
domain_testing_analysis,BigDataflow: A Distributed Interprocedural Dataflow Analysis Framework,"Zewen Sun, Duanchen Xu, Yiyu Zhang, Yun Qi, Yueyang Wang, Zhiqiang Zuo, Zhaokang Wang, Yue Li, Xuandong Li, Qingda Lu, Wenwen Peng, Shengjian (Daniel) Guo",False
domain_testing_analysis,An Integrated Program Analysis Framework for Graduate Courses in Programming Languages and Software Engineering,"Prantik Chatterjee, Pankaj Kumar Kalita, Sumit Lahiri, Sujit Kumar Muduli, Vishal Singh, Gourav Takhar, Subhajit Roy",False
domain_testing_analysis,Two Birds with One Stone: Multi-Derivation for Fast Context-Free Language Reachability Analysis,"Chenghang Shi, Haofeng Li, Yulei Sui, Jie Lu, Lian Li, Jingling Xue",False
domain_testing_analysis,Precise Data-Driven Approximation for Program Analysis via Fuzzing,"Nikhil Parasaram, Earl T. Barr, Sergey Mechtaev, Marcel Böhme",False
domain_testing_analysis,Contrastive Learning for API Aspect Analysis,"G. M. Shahariar, Tahmid Hasan, Anindya Iqbal, Gias Uddin",False
domain_testing_analysis,A Deep Dive into Large Language Models for Automated Bug Localization and Repair,"Soneya Binta Hossain, Nan Jiang, Qiang Zhou, Xiaopeng LI, Wen-Hao Chiang, Yingjun Lyu, Hoan Nguyen, Omer Tripp",False
domain_testing_analysis,CORE: Resolving Code Quality Issues Using LLMs,"Nalin Wadhwa, Jui Pradhan, Atharv Sonwane, Surya Prakash Sahu, Nagarajan Natarajan, Aditya Kanade, Suresh Parthasarathy, Sriram Rajamani",False
domain_testing_analysis,"Towards Effective Multi-Hunk Bug Repair: Detecting, Creating, Evaluating, and Understanding Indivisible Bugs","Qi Xin, Haojun Wu, Jinran Tang, Xinyu Liu, Steven P. Reiss, Jifeng Xuan",False
domain_testing_analysis,ProveNFix: Temporal Property guided Program Repair,"Yahui Song, Xiang Gao, Wenhua Li, Wei-Ngan Chin, Abhik Roychoudhury",True
domain_testing_analysis,Towards AI-Assisted Synthesis of Verified Dafny Methods,"Md Rakib Hossain Misu, Crista Lopes, Iris Ma, James Noble",False
domain_testing_analysis,Detecting Blocking Errors in Go Programs using Localized Abstract Interpretation,"Oskar Haarklou Veileborg, Georgian-Vlad Saioc, Anders Møller",True
domain_testing_analysis,SelfAPR: Self-supervised Program Repair with Test Execution Diagnostics,"He Ye, Matias Martinez, Xiapu Luo, Tao Zhang, Martin Monperrus",False
domain_testing_analysis,Demystifying Template-based Invariant Generation for Bit-Vector Programs,"Peisen Yao, Jingyu Ke, Jiahui Sun, Hongfei Fu, Rongxin Wu, Kui Ren",False
domain_testing_analysis,EndWatch: A Practical Method for Detecting Non-Termination in Real-World Software,"Yao Zhang, Xiaofei Xie, Yi Li, Sen Chen, Cen Zhang, Xiaohong Li",True
domain_testing_analysis,Symbolic Fixpoint Algorithms for Logical LTL Games,"Stanly Samuel, Deepak D'Souza, Raghavan Komondoor",False
domain_testing_analysis,Expediting Neural Network Verification via Network Reduction,"Yuyi Zhong, Ruiwei Wang, Siau-Cheng Khoo",False
domain_testing_analysis,SMT Solver Validation Empowered by Large Pre-trained Language Models,"Maolin Sun, Yibiao Yang, Yang Wang, Ming Wen, Haoxiang Jia, Yuming Zhou",False
domain_testing_analysis,HOBAT: Batch Verification for Homogeneous Structural Neural Networks,"Jingyang Li, Guoqiang Li",False
domain_analytics,The untold story of code refactoring customizations in practice,"Daniel Oliveira, Wesley Assunção, Alessandro Garcia, Ana Carla Bibiano, Márcio Ribeiro, Rohit Gheyi, Baldoino Fonseca",False
domain_analytics,Data Quality for Software Vulnerability Datasets,"Roland Croft, Muhammad Ali Babar, M. Mehdi Kholoosi",False
domain_analytics,Do code refactorings influence the merge effort?,"André Oliveira, Vania Neves, Alexandre Plastino, Ana Carla Bibiano, Alessandro Garcia, Leonardo Murta",False
domain_analytics,A Comprehensive Study of Real-World Bugs in Machine Learning Model Optimization,"Hao Guan, Ying Xiao, Jiaying LI, Yepang Liu, Guangdong Bai",False
domain_analytics,Comparison and Evaluation of Clone Detection Techniques with Different Code Representations,"Yuekun Wang, Yuhang Ye, Yueming Wu, Weiwei Zhang, Yinxing Xue, Yang Liu",False
domain_analytics,Learning Graph-based Code Representations for Source-level Functional Similarity Detection,"Jiahao Liu, Jun Zeng, Xiang Wang, Zhenkai Liang",False
domain_analytics,The Smelly Eight: An Empirical Study on the Prevalence of Code Smells in Quantum Computing,"Qihong Chen, Rúben Câmara, José Campos, André Souto, Iftekhar Ahmed",False
domain_analytics,"Code Review of Build System Specifications: Prevalence, Purposes, Patterns, and Perceptions","Mahtab Nejati, Mahmoud Alfadel, Shane McIntosh",False
domain_analytics,Learning Deep Semantics for Test Completion,"Pengyu Nie, Rahul Banerjee, Junyi Jessy Li, Raymond Mooney, Milos Gligoric",False
domain_analytics,SkCoder: A Sketch-based Approach for Automatic Code Generation,"Jia Li, Yongmin Li, Ge Li, Zhi Jin, Xing Hu",False
domain_analytics,An Empirical Comparison of Pre-Trained Models of Source Code,"Changan Niu, Chuanyi Li, Vincent Ng, Dongxiao Chen, Jidong Ge, Bin Luo",False
domain_analytics,On the Robustness of Code Generation Techniques: An Empirical Study on GitHub Copilot,"Antonio Mastropaolo, Luca Pascarella, Emanuela Guglielmi, Matteo Ciniselli, Simone Scalabrino, Rocco Oliveto, Gabriele Bavota",False
domain_analytics,Source Code Recommender Systems: The Practitioners' Perspective,"Matteo Ciniselli, Luca Pascarella, Emad Aghajani, Simone Scalabrino, Rocco Oliveto, Gabriele Bavota",False
domain_analytics,Modularizing while Training: a New Paradigm for Modularizing DNN Models,"Binhang Qi, Hailong Sun, Hongyu Zhang, Ruobing Zhao, Xiang Gao",True
domain_analytics,KnowLog: Knowledge Enhanced Pre-trained Language Model for Log Understanding,"Lipeng Ma, Weidong Yang, Bo Xu, Sihang Jiang, Ben Fei, Jiaqing Liang, Mingjie Zhou, Yanghua Xiao",False
domain_analytics,FAIR: Flow Type-Aware Pre-Training of Compiler Intermediate Representations,"Changan Niu, Chuanyi Li, Vincent Ng, David Lo, Bin Luo",True
domain_analytics,Unveiling Memorization in Code Models,"Zhou Yang, Zhipeng Zhao, Chenyu Wang, Jieke Shi, Dongsun Kim, DongGyun Han, David Lo",False
domain_analytics,Code Search is All You Need? Improving Code Suggestions with Code Search,"Junkai Chen, Xing Hu, Zhenhao Li, Cuiyun Gao, Xin Xia, David Lo",True
domain_analytics,Exploring the Potential of ChatGPT in Automated Code Refinement: An Empirical Study,"Qi Guo, Junming Cao, Xiaofei Xie, Shangqing Liu, Xiaohong Li, Bihuan Chen, Xin Peng",False
domain_analytics,Deep Learning or Classical Machine Learning? An Empirical Study on Log-Based Anomaly Detection,"BoXi Yu, Jiayi Yao, Qiuai Fu, Zhiqing Zhong, Haotian Xie, Yaoliang Wu, Yuchi Ma, Pinjia He",False
domain_analytics,TRACED: Execution-aware Pre-training for Source Code,"Yangruibo Ding, Benjamin Steenhoek, Kexin Pei, Gail Kaiser, Wei Le, Baishakhi Ray",False
domain_analytics,On Extracting Specialized Code Abilities from Large Language Models: A Feasibility Study,"Li Zongjie, Chaozheng Wang, Pingchuan Ma, Chaowei Liu, Shuai Wang, Daoyuan Wu, Cuiyun Gao, Yang Liu",False
domain_analytics,When Neural Code Completion Models Size up the Situation: Attaining Cheaper and Faster Completion through Dynamic Model Inference,"Zhensu Sun, Xiaoning Du, Fu Song, Shangwen Wang, Li Li",False
domain_analytics,CoderEval: A Benchmark of Pragmatic Code Generation with Generative Pre-trained Models,"Hao Yu, Bo Shen, Dezhi Ran, Jiaxin Zhang, Qi Zhang, Yuchi Ma, Guangtai Liang, Ying Li, Qianxiang Wang, Tao Xie",False
domain_analytics,Inferring Data Preconditions from Deep Learning Models for Trustworthy Prediction in Deployment,"Shibbir Ahmed, Hongyang Gao, Hridesh Rajan",False
