category,name,authors,url,distinguished
Fuzzing,PHYFU: Fuzzing Modern Physics Simulation Engines,"Dongwei Xiao, Zhibo Liu, Shuai Wang",https://ieeexplore.ieee.org/document/10298312,True
Fuzzing,NaturalFuzz: Natural Input Generation for Big Data Analytics,"Ahmad Humayun, Yaoxuan Wu, Miryung Kim, Muhammad Ali Gulzar",https://conf.researchr.org/details/ase-2023/ase-2023-papers/107/NaturalFuzz-Natural-Input-Generation-for-Big-Data-Analytics,False
Requirements,ReFAIR: Toward a Context-Aware Recommender for Fairness Requirements Engineering,"Carmine Ferrara, Francesco Casillo, Carmine Gravino, Andrea De Lucia, Fabio Palomba",https://fcasillo.github.io/docs/ReFair.pdf,False
Requirements,Analyzing and Debugging Normative Requirements via Satisfiability Checking,"Nick Feng, Lina Marsso, Sinem Getir Yaman, Yesugen Baatartogtokh, Reem Ayad, Victória Oldemburgo de Mello, Beverley Townsend, Isobel Standen, Ioannis Stefanakos, Calum Imrie, Genaína Nunes Rodrigues, Ana Cavalcanti, Radu Calinescu, Marsha Chechik",No URL available,True
Requirements,Recovering Trace Links Between Software Documentation And Code,"Jan Keim, Sophie Corallo, Dominik Fuchß, Tobias Hey, Tobias Telge, Anne Koziolek",https://doi.org/10.5445/IR/1000165692/post,False
Requirements,TRIAD: Automated Traceability Recovery based on Biterm-enhanced Deduction of Transitive Links among Artifacts,"Hui Gao, Hongyu Kuang, Wesley Assunção, Christoph Mayr-Dorn, Guoping Rong, He Zhang, Xiaoxing Ma, Alexander Egyed",https://arxiv.org/pdf/2312.16854.pdf,False
Testing with and for AI,Prompting Is All Your Need: Automated Android Bug Replay with Large Language Models,"Sidong Feng, Chunyang Chen",No URL available,False
Testing with and for AI,Towards Reliable AI: Adequacy Metrics for Ensuring the Quality of System-level Testing of Autonomous Vehicles,"Neelofar Neelofar, Aldeida Aleti",No URL available,False
Testing with and for AI,Learning-based Widget Matching for Migrating GUI Test Cases,"Yakun Zhang, Wenjie Zhang, Dezhi Ran, Qihao Zhu, Chengfeng Dou, Dan Hao, Tao Xie, Lu Zhang",No URL available,False
Testing with and for AI,Large Language Models are Edge-Case Generators: Crafting Unusual Programs for Fuzzing Deep Learning Libraries,"Yinlin Deng, Chunqiu Steven Xia, Chenyuan Yang, Shizhuo Zhang, Shujing Yang, Lingming Zhang",No URL available,False
Testing with and for AI,Deeply Reinforcing Android GUI Testing with Deep Reinforcement Learning,"Yuanhong Lan, Yifei Lu, Zhong Li, Minxue Pan, Wenhua Yang, Tian Zhang, Xuandong Li",No URL available,False
Vulnerability Detection,GPTScan: Detecting Logic Vulnerabilities in Smart Contracts by Combining GPT with Program Analysis,"Yuqiang Sun, Daoyuan Wu, Yue Xue, Han Liu, Haijun Wang, Zhengzi Xu, Xiaofei Xie, Yang Liu",https://doi.org/10.1145/3597503.3639117,False
Vulnerability Detection,PrettySmart: Detecting Permission Re-delegation Vulnerability for Token Behaviors in Smart Contracts,"Zhijie Zhong, Hong-Ning Dai, Zibin Zheng, Qing Xue, Junjia Chen, Yuhong Nan",No URL available,False
Vulnerability Detection,Combining Structured Static Code Information and Dynamic Symbolic Traces for Software Vulnerability Prediction,"Huanting Wang, Zhanyong Tang, Shin Hwei Tan, Jie Wang, Yuzhe Liu, Hejun Fang, Chunwei Xia, Zheng Wang",No URL available,False
Vulnerability Detection,SCVHunter: Smart Contract Vulnerability Detection Based on Heterogeneous Graph Attention Network,"Feng Luo, Ruijie Luo, Ting Chen, Ao Qiao, Zheyuan He, Shuwei Song, Yu Jiang, Sixing Li",No URL available,False
Vulnerability Detection,PS3: Precise Patch Presence Test based on Semantic Symbolic Signature,"Qi Zhan, Xing Hu, Zhiyang Li, Xin Xia, David Lo, Shanping Li",No URL available,False
Vulnerability Detection,Safeguarding DeFi Smart Contracts against Oracle Deviations,"Xun Deng, Sidi Mohamed Beillahi, Cyrus Minwalla, Han Du, Andreas Veneris, Fan Long",No URL available,True
Static Detection Techniques,MalwareTotal: Multi-Faceted and Sequence-Aware Bypass Tactics against Static Malware Detection,"Shuai He, Cai Fu, Hong Hu, Jiahe Chen, Jianqiang Lv, Shuai Jiang",https://dl.acm.org/doi/10.1145/3597503.3639141,False
Static Detection Techniques,Semantic-Enhanced Static Vulnerability Detection in Baseband Firmware,"Yiming Liu, Cen Zhang, Feng Li, Yeting Li, Jianhua Zhou, Jian Wang, Lanlan Zhan, Yang Liu, Wei Huo",No URL available,True
Static Detection Techniques,CSChecker: Revisiting GDPR and CCPA Compliance of Cookie Banners on the Web,"Mingxue Zhang, Wei Meng, You Zhou, Kui Ren",No URL available,False
Static Detection Techniques,Raisin: Identifying Rare Sensitive Functions for Bug Detection,"Jianjun Huang, Jianglei Nie, Yuanjun Gong, Wei You, Bin Liang, Pan Bian",No URL available,False
Testing of AI systems,CIT4DNN: Generating Diverse and Rare Inputs for Neural Networks Using Latent Space Combinatorial Testing,"Swaroopa Dola, Rory McDaniel, Matthew B Dwyer, Mary Lou Soffa",No URL available,False
Testing of AI systems,Knowledge Graph Driven Inference Testing for Question Answering Software,"Jun Wang, Yanhui Li, Zhifei Chen, Lin Chen, Xiaofang Zhang, Yuming Zhou",No URL available,False
Testing of AI systems,DeepSample: DNN sampling-based testing for operational accuracy assessment,"Antonio Guerriero, Roberto Pietrantuono, Stefano Russo",http://arxiv.org/abs/2403.19271,False
Testing of AI systems,MAFT: Efficient Model-Agnostic Fairness Testing for Deep Neural Networks via Zero-Order Gradient Search,"Zhaohui Wang, Min Zhang, Jingran Yang, ShaoBojie, Min Zhang",No URL available,False
Human Aspects,A Longitudinal Study of Student Contributions to OSS vs. OSS4SG with a Lightweight Intervention,"Zihan Fang, Madeline Endres, Thomas Zimmermann, Denae Ford, Westley Weimer, Kevin Leach, Yu Huang",https://cumberland.isis.vanderbilt.edu/oss4sg-fse-23.pdf,True
Human Aspects,Do CONTRIBUTING files provide information about OSS newcomers' onboarding barriers?,"Felipe Fronchetti, David C. Shepherd, Igor Scaliante Wiese, Christoph Treude, Marco Gerosa, Igor Steinmacher",https://fron.ch/preprint_fse.pdf,False
Human Aspects,How Early Participation Determines Long-Term Sustained Activity in GitHub Projects?,"Wenxin Xiao, Hao He, Weiwei Xu, Yuxia Zhang, Minghui Zhou",https://arxiv.org/abs/2308.06005,False
Human Aspects,"Matching Skills, Past Collaboration, and Limited Competition: Modeling When Open-Source Projects Attract Contributors","Hongbo Fang, James Herbsleb, Bogdan Vasilescu",https://2023.esec-fse.org/details/fse-2023-research-papers/41/Matching-Skills-Past-Collaboration-and-Limited-Competition-Modeling-When-Open-Sour,False
Human Aspects,[Remote] Towards Automated Detection of Unethical Behavior in Open-source Software Projects,"Hsu Myat Win, Haibo Wang, Shin Hwei Tan",https://2023.esec-fse.org/details/fse-2023-research-papers/73/-Remote-Towards-Automated-Detection-of-Unethical-Behavior-in-Open-source-Software-Pr,False
Human Aspects,Flow experience in software engineering,"Saima Ritonummi, Valtteri Siitonen, Markus Salo, Henri Pirkkalainen, Anu Sivunen",https://doi.org/10.1145/3611643.3616263,False
Human Aspects,"Building and Sustaining Ethnically, Racially, and Gender Diverse Software Engineering Teams: A Study at Google","Ella Dagan, Anita Sarma, Alison Chang, Sarah D'Angelo, Jillian Dicker, Emerson Murphy-Hill",https://research.google/pubs/pub52616/,False
Human Aspects,"A Case Study of Developer Bots: Motivations, Perceptions, and Challenges","Sumit Asthana, Hitesh Sajnani, Elena Voyloshnikova, Birendra Acharya, Kim Herzig",https://2023.esec-fse.org/details/fse-2023-research-papers/7/A-Case-Study-of-Developer-Bots-Motivations-Perceptions-and-Challenges,False
Human Aspects,"""We Feel Like We're Winging It"": A Study on Navigating Open-Source Dependency Abandonment","Courtney Miller, Christian Kästner, Bogdan Vasilescu",https://courtney-e-miller.github.io/static/media/WeFeelLikeWereWingingIt.dc3c76d3b3c2d12f4fee.pdf,False
Human Aspects,How Practitioners Expect Code Completion?,"Chaozheng Wang, Junhao Hu, Cuiyun Gao, Yu Jin, Tao Xie, Hailiang Huang, Zhenyu Lei, Yuetang Deng",https://2023.esec-fse.org/details/fse-2023-research-papers/39/How-Practitioners-Expect-Code-Completion-,False
Human Aspects,"""The Law Doesn’t Work Like a Computer"": Exploring Software Licensing Issues Faced by Legal Practitioners","Nathan Wintersgill, Trevor Stalnaker, Laura A. Heymann, Oscar Chaparro, Denys Poshyvanyk",No URL available,True
Human Aspects,"AI-assisted Code Authoring at Scale: Fine-tuning, deploying, and mixed methods evaluation","Vijayaraghavan Murali, Chandra Sekhar Maddila, Imad Ahmad, Michael Bolin, Daniel Cheng, Negar Ghorbani, Renuka Fernandez, Nachiappan Nagappan, Peter C Rigby",No URL available,False
Human Aspects,An Analysis of the Costs and Benefits of Autocomplete in IDEs,"Shaokang Jiang, Michael Coblenz",https://cseweb.ucsd.edu/~mcoblenz/assets/pdf/fse24-autocomplete.pdf,False
Human Aspects,Shadows in the Interface: A Comprehensive Study on Dark Patterns,"Liming Nie, Yangyang Zhao, Chenglin Li, Xuqiong Luo, Yang Liu",No URL available,False
Human Aspects,Can GPT-4 Replicate Empirical Software Engineering Research?,"Jenny T. Liang, Carmen Badea, Christian Bird, Robert DeLine, Denae Ford, Nicole Forsgren, Thomas Zimmermann",https://arxiv.org/pdf/2310.01727,False
Human Aspects,Do Code Generation Models Think Like Us? - A Study of Attention Alignment between Large Language Models and Human Programmers,"Bonan Kou, Shengmai Chen, Zhijie Wang, Lei Ma, Tianyi Zhang",https://arxiv.org/abs/2306.01220,False
Human Aspects,Do Words Have Power? Understanding and Fostering Civility in Code Review Discussion,"Md Shamimur Rahman, Zadia Codabux, Chanchal K. Roy",No URL available,False
Human Aspects,Effective Teaching through Code Reviews: Patterns and Anti-Patterns,"Anita Sarma, Nina Chen",https://doi.org/10.1145/3660764,False
Human Aspects,An empirical study on code review activity prediction in practice,"Doriane Olewicki, Sarra Habchi, Bram Adams",https://arxiv.org/pdf/2404.10703,False
Human Aspects,"Rocks Coding, Not Development–A Human-Centric, Experimental Evaluation of LLM-Supported SE Tasks","Wei Wang, Huilong Ning, Gaowei Zhang, Libo Liu, Yi Wang",https://doi.org/10.1145/3643758,False
Human Aspects,Beyond Code Generation: An Observational Study of ChatGPT Usage in Software Engineering Practice,"Ranim Khojah, Mazen Mohamad, Philipp Leitner, Francisco Gomes de Oliveira Neto",https://arxiv.org/abs/2404.14901,False
Human Aspects,How to Gain Commit Rights in Modern Top Open Source Communities?,"Xin Tan, Yan Gong, Geyu Huang, Haohua Wu, Li Zhang",https://doi.org/10.1145/3660784,False
Human Aspects,How does Simulation-based Testing for Self-driving Cars match Human Perception?,"Christian Birchler, Tanzil Kombarabettu Mohammed, Pooja Rani, Teodora Nechita, Timo Kehrer, Sebastiano Panichella",No URL available,False
Human Aspects,Constructing a System Knowledge Graph of User Tasks and Failures from Bug Reports to Support Soap Opera Testing,"Yanqi Su, Zheming Han, Zhenchang Xing, Xin Xia, Xiwei (Sherry) Xu, Liming Zhu, Qinghua Lu",No URL available,False
Human Aspects,Data Augmentation for Improving Emotion Recognition in Software Engineering Communication,"Mia Mohammad Imran, Yashasvi Jain, Preetha Chatterjee, Kostadin Damevski",https://preethac.github.io/files/ASE_2022.pdf,False
Machine Learning,Design by Contract for Deep Learning APIs,"Shibbir Ahmed, Sayem Mohammad Imtiaz, Samantha Syeda Khairunnesa, Breno Dantas Cruz, Hridesh Rajan",https://doi.org/10.1145/3611643.3616247,False
Machine Learning,Testing Coreference Resolution Systems without Labeled Test Sets,"Jialun Cao, Yaojie Lu, Ming Wen, Shing-Chi Cheung",https://2023.esec-fse.org/details/fse-2023-research-papers/17/Testing-Coreference-Resolution-Systems-without-Labeled-Test-Sets,False
Machine Learning,Neural-Based Test Oracle Generation: A Large-scale Evaluation and Lessons Learned,"Soneya Binta Hossain, Antonio Filieri, Matthew B Dwyer, Sebastian Elbaum, Willem Visser",https://dl.acm.org/doi/abs/10.1145/3611643.3616265,False
Machine Learning,Revisiting Neural Program Smoothing for Fuzzing,"Maria Irina Nicolae, Max Eisele, Andreas Zeller",https://2023.esec-fse.org/details/fse-2023-research-papers/67/Revisiting-Neural-Program-Smoothing-for-Fuzzing,False
Machine Learning,[Remote] Compatibility Issues in Deep Learning Systems: Problems and Opportunities,"Jun Wang, Guanping Xiao, Shuai Zhang, Huashan Lei, Yepang Liu, Yulei Sui",https://doi.org/10.1145/3611643.3616321,False
Machine Learning,[Remote] An Extensive Study on Adversarial Attack against Pre-trained Models of Code,"Xiaohu Du, Ming Wen, Zichao Wei, Shangwen Wang, Hai Jin",https://2023.esec-fse.org/details/fse-2023-research-papers/115/-Remote-An-Extensive-Study-on-Adversarial-Attack-against-Pre-trained-Models-of-Code,False
Machine Learning,Can Machine Learning Pipelines Be Better Configured?,"Yibo Wang, Ying Wang, Tingwei Zhang, Yue Yu, Shing-Chi Cheung, Hai Yu, Zhiliang Zhu",https://2023.esec-fse.org/details/fse-2023-research-papers/111/Can-Machine-Learning-Pipelines-Be-Better-Configured-,True
Machine Learning,"Fix Fairness, Don’t Ruin Accuracy: Performance Aware Fairness Repair using AutoML","Giang Nguyen, Sumon Biswas, Hridesh Rajan",https://arxiv.org/abs/2306.09297,False
Machine Learning,BiasAsker: Measuring the Bias in Conversational AI System,"Yuxuan Wan, Wenxuan Wang, Pinjia He, Jiazhen Gu, Haonan Bai, Michael Lyu",https://2023.esec-fse.org/details/fse-2023-research-papers/69/BiasAsker-Measuring-the-Bias-in-Conversational-AI-System,False
Machine Learning,Pitfalls in Experiments with DNN4SE: An Analysis of the State of the Practice,"Sira Vegas, Sebastian Elbaum",https://2023.esec-fse.org/details/fse-2023-research-papers/79/Pitfalls-in-Experiments-with-DNN4SE-An-Analysis-of-the-State-of-the-Practice,False
Machine Learning,DecompoVision: Reliability Analysis of Machine Vision Components Through Decomposition and Reuse,"Boyue Caroline Hu, Lina Marsso, Nikita Dvornik, Huakun Shen, Marsha Chechik",https://2023.esec-fse.org/details/fse-2023-research-papers/92/DecompoVision-Reliability-Analysis-of-Machine-Vision-Components-Through-Decompositio,False
Machine Learning,Benchmarking Robustness of AI-enabled Multi-sensor Fusion Systems: Challenges and Opportunities,"Xinyu Gao, Zhijie Wang, Yang Feng, Lei Ma, Zhenyu Chen, Baowen Xu",https://2023.esec-fse.org/details/fse-2023-research-papers/37/Benchmarking-Robustness-of-AI-enabled-Multi-sensor-Fusion-Systems-Challenges-and-Opp,True
Machine Learning,Automated Testing and Improvement of Named Entity Recognition Systems,"BoXi Yu, Yiyan Hu, Qiuyang Mang, Wenhan Hu, Pinjia He",https://arxiv.org/pdf/2308.07937.pdf,False
Machine Learning,Deep Learning Based Feature Envy Detection Boosted by Real-World Examples,"Bo Liu, Hui Liu, Guangjie Li, Nan Niu, Zimao Xu, Yifan Wang, Yunni Xia, Yuxia Zhang, Yanjie Jiang",https://doi.org/10.1145/3611643.3616353,False
Machine Learning,[Remote] The EarlyBIRD Catches the Bug: On Exploiting Early Layers of Encoder Models for More Efficient Code Classification,"Anastasiia Grishina, Max Hort, Leon Moonen",https://arxiv.org/abs/2305.04940,False
Machine Learning,Dynamic Data Fault Localization for Deep Neural Networks,"Yining Yin, Yang Feng, Shihao Weng, Zixi Liu, Yuan Yao, Yichi Zhang, Zhihong Zhao, Zhenyu Chen",https://2023.esec-fse.org/details/fse-2023-research-papers/104/Dynamic-Data-Fault-Localization-for-Deep-Neural-Networks,False
Machine Learning,Understanding the Bug Characteristics and Fix Strategies of Federated Learning Systems,"Xiaohu Du, Xiao CHEN, Jialun Cao, Ming Wen, Shing-Chi Cheung, Hai Jin",https://2023.esec-fse.org/details/fse-2023-research-papers/106/Understanding-the-Bug-Characteristics-and-Fix-Strategies-of-Federated-Learning-System,False
Machine Learning,Learning Program Semantics for Vulnerability Detection via Vulnerability-specific Inter-procedural Slicing,"bozhi wu, Shangqing Liu, Yang Xiao, Zhiming Li, Jun Sun, Shang-Wei Lin",https://2023.esec-fse.org/details/fse-2023-research-papers/110/Learning-Program-Semantics-for-Vulnerability-Detection-via-Vulnerability-specific-Int,False
Machine Learning,[Remote] DeepRover: A Query-efficient Blackbox Attack for Deep Neural Networks,"Fuyuan Zhang, Xinwen Hu, Lei Ma, Jianjun Zhao",https://2023.esec-fse.org/details/fse-2023-research-papers/126/-Remote-DeepRover-A-Query-efficient-Blackbox-Attack-for-Deep-Neural-Networks,False
Machine Learning,LExecutor: Learning-Guided Execution,"Beatriz Souza, Michael Pradel",https://2023.esec-fse.org/details/fse-2023-research-papers/13/LExecutor-Learning-Guided-Execution,True
Machine Learning,Software Architecture Recovery with Information Fusion,"Yiran Zhang, Zhengzi Xu, Chengwei Liu, Hongxu Chen, Sun Jianwen, Dong Qiu, Yang Liu",https://2023.esec-fse.org/details/fse-2023-research-papers/44/Software-Architecture-Recovery-with-Information-Fusion,False
Machine Learning,Evaluating Transfer Learning for Simplifying GitHub READMEs,"Haoyu Gao, Christoph Treude, Mansooreh Zahedi",https://arxiv.org/pdf/2308.09940.pdf,False
Machine Learning,[Remote] CodeMark: Imperceptible Watermarking for Code Datasets against Neural Code Completion Models,"Zhensu Sun, Xiaoning Du, Fu Song, Li Li",https://arxiv.org/pdf/2308.14401.pdf,False
Automated Repair,RAP-Gen: Retrieval-Augmented Patch Generation with CodeT5 for Automatic Program Repair,"Weishi Wang, Yue Wang, Shafiq Joty, Steven C.H. Hoi",https://2023.esec-fse.org/details/fse-2023-research-papers/15/RAP-Gen-Retrieval-Augmented-Patch-Generation-with-CodeT5-for-Automatic-Program-Repai,False
Automated Repair,From Leaks to Fixes: Automated Repairs for Resource Leak Warnings,"Akshay Utture, Jens Palsberg",https://akshayutture.github.io/papers/fse-23-paper_preprint.pdf,False
Automated Repair,Copiloting the Copilots: Fusing Large Language Models with Completion Engines for Automated Program Repair,"Yuxiang Wei, Chunqiu Steven Xia, Lingming Zhang",https://arxiv.org/pdf/2309.00608.pdf,False
Automated Repair,SmartFix: Fixing Vulnerable Smart Contracts by Accelerating Generate-and-Verify Repair using Statistical Models,"Sunbeom So, Hakjoo Oh",https://2023.esec-fse.org/details/fse-2023-research-papers/100/SmartFix-Fixing-Vulnerable-Smart-Contracts-by-Accelerating-Generate-and-Verify-Repai,False
Automated Repair,Automatically Resolving Dependency-Conflict Building Failures via Behavior-Consistent Loosening of Library Version Constraints,"Huiyan Wang, Shuguan Liu, Lingyu Zhang, Chang Xu",https://2023.esec-fse.org/details/fse-2023-research-papers/23/Automatically-Resolving-Dependency-Conflict-Building-Failures-via-Behavior-Consistent,False
Automated Repair,A Large-scale Empirical Review of Patch Correctness Checking Approaches,"Jun Yang, Yuehan Wang, Yiling Lou, Ming Wen, Lingming Zhang",https://2023.esec-fse.org/details/fse-2023-research-papers/90/A-Large-scale-Empirical-Review-of-Patch-Correctness-Checking-Approaches,False
Automated Repair,Program Repair Guided by Datalog-Defined Static Analysis,"Yu Liu, Sergey Mechtaev, Pavle Subotic, Abhik Roychoudhury",https://2023.esec-fse.org/details/fse-2023-research-papers/94/Program-Repair-Guided-by-Datalog-Defined-Static-Analysis,False
Automated Repair,Baldur: Whole-Proof Generation and Repair with Large Language Models,"Emily First, Markus Rabe, Talia Ringer, Yuriy Brun",https://2023.esec-fse.org/details/fse-2023-research-papers/2/Baldur-Whole-Proof-Generation-and-Repair-with-Large-Language-Models,True
Automated Repair,KG4CraSolver: Recommending Crash Solutions via Knowledge Graph,"Xueying Du, Yiling Lou, Mingwei Liu, Xin Peng, Tianyong Yang",https://mingwei-liu.github.io/files/FSE2023-KG4CraSolver.pdf,False
Automated Repair,[Remote] Automated and Context-Aware Repair of Color-Related Accessibility Issues for Android Apps,"Yuxin Zhang, Sen Chen, Lingling Fan, Chunyang Chen, Xiaohong Li",https://2023.esec-fse.org/details/fse-2023-research-papers/88/-Remote-Automated-and-Context-Aware-Repair-of-Color-Related-Accessibility-Issues-for,False
Automated Repair,[Remote] Semantic Test Repair for Web applications,"Xiaofang Qi, Xiang Qian, Yanhui Li",https://2023.esec-fse.org/details/fse-2023-research-papers/83/-Remote-Semantic-Test-Repair-for-Web-applications,False
Empirical Studies,On the Relationship Between Code Verifiability and Understandability,"Kobi Feldman, Martin Kellogg, Oscar Chaparro",https://2023.esec-fse.org/details/fse-2023-research-papers/1/On-the-Relationship-Between-Code-Verifiability-and-Understandability,False
Empirical Studies,Towards Greener Yet Powerful Code Generation via Quantization: An Empirical Study,"Xiaokai Wei, Sujan Kumar Gonugondla, Shiqi Wang, Wasi Ahmad, Baishakhi Ray, Haifeng Qian, Xiaopeng LI, Varun Kumar, Zijian Wang, Yuchen Tian, Qing Sun, Ben Athiwaratkun, Mingyue Shang, Murali Krishna Ramanathan, Parminder Bhatia, Bing Xiang",https://2023.esec-fse.org/details/fse-2023-research-papers/61/Towards-Greener-Yet-Powerful-Code-Generation-via-Quantization-An-Empirical-Study,False
Empirical Studies,[Remote] Understanding the topics and challenges of GPU programming by classifying and analyzing Stack Overflow posts,"Wenhua Yang, Chong Zhang, Minxue Pan",https://2023.esec-fse.org/details/fse-2023-research-papers/121/-Remote-Understanding-the-topics-and-challenges-of-GPU-programming-by-classifying-an,False
Empirical Studies,[Remote] Software Architecture in Practice: Challenges and Opportunities,"Zhiyuan Wan, Yun Zhang, Xin Xia, Yi Jiang, David Lo",https://2023.esec-fse.org/details/fse-2023-research-papers/123/-Remote-Software-Architecture-in-Practice-Challenges-and-Opportunities,False
Empirical Studies,An Empirical Study on Focal Methods in Deep-Learning-Based Approaches for Assertion Generation,"Yibo He, Jiaming Huang, Hao Yu, Tao Xie",No URL available,False
Empirical Studies,"Less Cybersickness, Please: Demystifying and Detecting Stereoscopic Visual Inconsistencies in Virtual Reality Applications","Shuqing Li, Cuiyun Gao, Jianping Zhang, Yujia Zhang, Yepang Liu, Jiazhen Gu, Yun Peng, Michael Lyu",https://doi.org/10.1145/3660803,False
Empirical Studies,State Reconciliation Defects in Infrastructure as Code,"Md Mahadi Hassan, John Salvador, Shubhra Kanti Karmaker Santu, Akond Rahman",https://akondrahman.github.io/files/papers/fse2024-iac.pdf,False
Empirical Studies,Understanding and Detecting Annotation-induced Faults of Static Analyzers,"Huaien Zhang, Yu Pei, Shuyun Liang, Shin Hwei Tan",No URL available,False
Empirical Studies,Understanding the Impact of APIs Behavioral Breaking Changes on Client Applications,"Dhanushka Jayasuriya, Valerio Terragni, Jens Dietrich, Kelly Blincoe",No URL available,False
Empirical Studies,AROMA: Automatic Reproduction of Maven Artifacts,"Mehdi Keshani, Tudor-Gabriel Velican, Gideon Bot, Sebastian Proksch",No URL available,False
Program Analysis,An Automated Approach to Extracting Local Variables,"Xiaye Chi, Hui Liu, Guangjie Li, Weixiao Wang, Yunni Xia, Yanjie Jiang, Yuxia Zhang, Weixing Ji",https://2023.esec-fse.org/details/fse-2023-research-papers/20/An-Automated-Approach-to-Extracting-Local-Variables,True
Program Analysis,Statistical Reachability Analysis,"Seongmin Lee, Marcel Böhme",https://2023.esec-fse.org/details/fse-2023-research-papers/27/Statistical-Reachability-Analysis,False
Program Analysis,PPR: Pairwise Program Reduction,"Mengxiao Zhang, Zhenyang Xu, Yongqiang Tian, Yu Jiang, Chengnian Sun",https://2023.esec-fse.org/details/fse-2023-research-papers/34/PPR-Pairwise-Program-Reduction,False
Program Analysis,When Function Inlining Meets WebAssembly: Counterintuitive Impacts on Runtime Performance,"Alan Romano, Weihang Wang",https://alan-romano.github.io/When_Function_Inlining_Meets_WebAssembly__Counterintuitive_Impacts_on_Runtime_Performance.pdf,False
Program Analysis,[Remote] OOM-Guard: Towards Improving The Ergonomics of Rust OOM Handling via A Reservation-based Approach,"Chengjun Chen, Zhicong Zhang, Hongliang Tian, Shoumeng Yan, Hui Xu",https://2023.esec-fse.org/details/fse-2023-research-papers/62/-Remote-OOM-Guard-Towards-Improving-The-Ergonomics-of-Rust-OOM-Handling-via-A-Reser,False
Program Analysis,[Remote] DeepInfer: Deep Type Inference from Smart Contract Bytecode,"Kunsong Zhao, Zihao Li, Jianfeng Li, He Ye, Xiapu Luo, Ting Chen",https://2023.esec-fse.org/details/fse-2023-research-papers/102/-Remote-DeepInfer-Deep-Type-Inference-from-Smart-Contract-Bytecode,False
Program Analysis,Statistical Type Inference for Incomplete Programs,"Yaohui Peng, Jing Xie, Qiongling Yang, Hanwen Guo, Qingan Li, Jingling Xue, YUAN Mengting",https://2023.esec-fse.org/details/fse-2023-research-papers/42/Statistical-Type-Inference-for-Incomplete-Programs,False
Program Analysis,DeMinify: Neural Variable Name Recovery and Type Inference,"Yi Li, Aashish Yadavally, Jiaxing Zhang, Shaohua Wang, Tien N. Nguyen",https://2023.esec-fse.org/details/fse-2023-research-papers/124/DeMinify-Neural-Variable-Name-Recovery-and-Type-Inference,False
Program Analysis,Practical Inference of Nullability Types,"Nima Karimipour, Justin Pham, Lazaro Clapp, Manu Sridharan",https://2023.esec-fse.org/details/fse-2023-research-papers/85/Practical-Inference-of-Nullability-Types,False
Program Analysis,LibKit: Detecting Third-Party Libraries in iOS Apps,"Daniel Dominguez Alvarez, Alejandro de la Cruz, Alessandra Gorla, Juan Caballero",https://2023.esec-fse.org/details/fse-2023-research-papers/103/LibKit-Detecting-Third-Party-Libraries-in-iOS-Apps,False
Program Analysis,FunProbe: Probing Functions from Binary Code through Probabilistic Analysis,"Soomin Kim, Hyungseok Kim, Sang Kil Cha",https://2023.esec-fse.org/details/fse-2023-research-papers/122/FunProbe-Probing-Functions-from-Binary-Code-through-Probabilistic-Analysis,False
Program Analysis,BigDataflow: A Distributed Interprocedural Dataflow Analysis Framework,"Zewen Sun, Duanchen Xu, Yiyu Zhang, Yun Qi, Yueyang Wang, Zhiqiang Zuo, Zhaokang Wang, Yue Li, Xuandong Li, Qingda Lu, Wenwen Peng, Shengjian (Daniel) Guo",https://2023.esec-fse.org/details/fse-2023-research-papers/107/BigDataflow-A-Distributed-Interprocedural-Dataflow-Analysis-Framework,False
Program Analysis,An Integrated Program Analysis Framework for Graduate Courses in Programming Languages and Software Engineering,"Prantik Chatterjee, Pankaj Kumar Kalita, Sumit Lahiri, Sujit Kumar Muduli, Vishal Singh, Gourav Takhar, Subhajit Roy",No URL available,False
Program Analysis,Two Birds with One Stone: Multi-Derivation for Fast Context-Free Language Reachability Analysis,"Chenghang Shi, Haofeng Li, Yulei Sui, Jie Lu, Lian Li, Jingling Xue",https://yuleisui.github.io/publications/ase23.pdf,False
Program Analysis,Precise Data-Driven Approximation for Program Analysis via Fuzzing,"Nikhil Parasaram, Earl T. Barr, Sergey Mechtaev, Marcel Böhme",https://mechtaev.com/files/ase23.pdf,False
Program Analysis,Contrastive Learning for API Aspect Analysis,"G. M. Shahariar, Tahmid Hasan, Anindya Iqbal, Gias Uddin",https://arxiv.org/abs/2307.16878,False
Code Search and Text to Code,[Remote] Self-Supervised Query Reformulation for Code Search,"Yuetian Mao, Chengcheng Wan, Yuze Jiang, Xiaodong Gu",https://2023.esec-fse.org/details/fse-2023-research-papers/65/-Remote-Self-Supervised-Query-Reformulation-for-Code-Search,False
Code Search and Text to Code,[Remote] Natural Language to Code: How Far are We?,"Shangwen Wang, Mingyang Geng, Bo Lin, Zhensu Sun, Ming Wen, Yepang Liu, Li Li, Tegawendé F. Bissyandé, Xiaoguang Mao",https://doi.org/10.1145/3611643.3616323,False
Code Search and Text to Code,Efficient Text-to-Code Retrieval with Cascaded Fast and Slow Transformer Models,"Akhilesh Deepak Gotmare, Junnan Li, Shafiq Joty, Steven C.H. Hoi",https://2023.esec-fse.org/details/fse-2023-research-papers/125/Efficient-Text-to-Code-Retrieval-with-Cascaded-Fast-and-Slow-Transformer-Models,False
